id,streaming_service,type,title,available_countries,listed_in,main_genre,release_year,imdb_rating,imdb_num_votes
e1308,Max,Movie,The Valdemar Legacy,,"Drama, Horror, Mystery",Drama,2010,5.4,2014
e1309,Max,Movie,The Prisoner of Zenda,,"Adventure, Mystery, Romance",Adventure,1952,6.9,4138
e1310,Max,Movie,The Leopard Man,,"Film-Noir, Horror, Thriller",Film-Noir,1943,6.7,6252
e1311,Max,Movie,"George Lopez: Tall, Dark & Chicano",,"Comedy, Documentary",Comedy,2009,5.5,278
e1312,Max,Movie,Equinox,,"Action, Adventure, Fantasy",Action,1970,5.2,3704
e1313,Max,Movie,The Wild One,,"Crime, Drama, Romance",Crime,1953,6.7,18396
e1314,Max,Movie,Eating Raoul,,"Comedy, Crime",Comedy,1982,6.8,9510
e1315,Max,Movie,The Brood,,"Horror, Sci-Fi",Horror,1979,6.8,36046
e1316,Max,Movie,First Man Into Space,,"Drama, Horror, Sci-Fi",Drama,1959,5.4,1862
e1317,Max,Movie,Limelight,,"Drama, Music, Romance",Drama,1952,8,22964
e1318,Max,Movie,A King in New York,,"Comedy, Drama",Comedy,1957,7,9260
e1319,Max,Movie,A Woman of Paris: A Drama of Fate,,"Drama, Romance",Drama,1923,6.9,6471
e1320,Max,Movie,The Circus,,"Comedy, Family, Romance",Comedy,1928,8.1,37172
e1321,Max,Movie,Jean Charles,,"Biography, Drama",Biography,2009,6.3,1354
e1322,Max,Movie,Tomorrow Is Another Day,,"Crime, Drama, Film-Noir",Crime,1951,7.1,1919
e1323,Max,Movie,Ratcatcher,,Drama,Drama,1999,7.5,12335
e1324,Max,Movie,Ghost Adventures,,Documentary,Documentary,2004,7.6,2532
e1325,Max,Movie,A Woman Under the Influence,,"Drama, Romance",Drama,1974,8,31001
e1326,Max,Movie,Divided We Fall,,"Comedy, Drama, War",Comedy,2000,7.6,5468
e1327,Max,Movie,Taste of Cherry,,Drama,Drama,1997,7.7,39465
e1328,Max,Movie,Justice League: Crisis on Two Earths,,"Action, Animation, Fantasy",Action,2010,7.2,29887
e1329,Max,Movie,Scooby-Doo and the Legend of the Vampire,,"Adventure, Animation, Comedy",Adventure,2003,6.4,6391
e1330,Max,Movie,Real Women Have Curves,,"Comedy, Drama",Comedy,2002,6.9,8501
e1331,Max,Movie,The Late Shift,,"Comedy, Drama",Comedy,1996,6.7,3909
e1332,Max,Movie,The Texas Chain Saw Massacre,,Horror,Horror,1974,7.4,196471
e1333,Max,Movie,Monsieur Verdoux,,"Comedy, Crime, Drama",Comedy,1947,7.8,19772
e1334,Max,Movie,Burrowing,,Drama,Drama,2009,5.7,765
e1335,Max,Movie,The Ruling Class,,"Comedy, Drama, Musical",Comedy,1972,7.2,7023
e1336,Max,Movie,Kwaidan,,"Drama, Fantasy, Horror",Drama,1964,7.9,21268
e1337,Max,Movie,I Was a Teenage Zombie,,"Comedy, Horror",Comedy,1987,4.5,1013
e1338,Max,Movie,Path to War,,"Biography, Drama, War",Biography,2002,7.3,4416
e1339,Max,Movie,Shampoo,,"Comedy, Drama",Comedy,1975,6.4,14909
e1340,Max,Movie,The Firm,,"Comedy, Drama, Mystery",Comedy,2009,5.8,6627
e1341,Max,Movie,Paris Is Burning,,Documentary,Documentary,1990,8.2,19067
e1342,Max,Movie,Grandhotel,,Comedy,Comedy,2006,6,370
e1343,Max,Movie,Loners,,Comedy,Comedy,2000,7.5,3344
e1344,Max,Movie,Samurai I: Musashi Miyamoto,,"Action, Adventure, Biography",Action,1954,7.4,9859
e1345,Max,Movie,Samurai II: Duel at Ichijoji Temple,,"Action, Adventure, Biography",Action,1955,7.3,7204
e1346,Max,Movie,Samurai III: Duel at Ganryu Island,,"Action, Adventure, Biography",Action,1956,7.5,6936
e1347,Max,Movie,Eyes Without a Face,,"Drama, Horror",Drama,1960,7.6,37004
e1348,Max,Movie,The Chase,,"Crime, Drama, Thriller",Crime,1966,7.1,14267
e1349,Max,Movie,Against the Wall,,"Action, Drama, History",Action,1994,6.6,3447
e1350,Max,Movie,Circle of Eight,,"Horror, Mystery, Sci-Fi",Horror,2009,3.7,2063
e1351,Max,Movie,The Narrow Margin,,"Crime, Drama, Film-Noir",Crime,1952,7.6,9124
e1352,Max,Movie,Dave Attell: Captain Miserable,,"Comedy, Documentary",Comedy,2007,6.7,491
e1353,Max,Movie,The Tuskegee Airmen,,"Drama, History, War",Drama,1995,7.1,7399
e1354,Max,Movie,Gainsbourg: A Heroic Life,,"Biography, Drama, Music",Biography,2010,6.9,10458
e1355,Max,Movie,They All Laughed,,"Comedy, Romance",Comedy,1981,6.2,3332
e1356,Max,Movie,Jim Jefferies: I Swear to God,,Comedy,Comedy,2009,8.1,3130
e1357,Max,Movie,The Killing of a Chinese Bookie,,"Crime, Drama, Thriller",Crime,1976,7.2,15490
e1358,Max,Movie,Hope and Glory,,"Comedy, Drama, Romance",Comedy,1987,7.3,15286
e1359,Max,Movie,David Cross: The Pride Is Back,,"Comedy, Documentary",Comedy,1999,7.4,700
e1360,Max,Movie,3 Ninjas: High Noon at Mega Mountain,,"Action, Adventure, Comedy",Action,1998,3,12664
e1361,Max,Movie,The Window,,"Drama, Film-Noir, Thriller",Drama,1949,7.4,5139
e1362,Max,Movie,The Seventh Continent,,Drama,Drama,1989,7.6,17996
e1363,Max,Movie,Valentine's Day,,"Comedy, Romance",Comedy,2010,5.8,127566
e1364,Max,Movie,Scooby-Doo! Abracadabra-Doo,,"Action, Adventure, Animation",Action,2009,6.8,3444
e1365,Max,Movie,Bill Maher... But I'm Not Wrong,,Comedy,Comedy,2010,6.9,1280
e1366,Max,Movie,The Times of Harvey Milk,,"Biography, Documentary, History",Biography,1984,8.2,6812
e1367,Max,Movie,Dodes'ka-den,,Drama,Drama,1970,7.3,7926
e1368,Max,Movie,Cell 211,,"Action, Adventure, Crime",Action,2009,7.6,72272
e1369,Max,Movie,The Girl from Paris,,"Comedy, Drama",Comedy,2001,6.6,2496
e1370,Max,Movie,Harlan County U.S.A.,,Documentary,Documentary,1976,8.2,6972
e1371,Max,Movie,For Love or Country: The Arturo Sandoval Story,,"Biography, Drama, Music",Biography,2000,7.1,1265
e1372,Max,Movie,American Boy: A Profile of Steven Prince,,Documentary,Documentary,1978,7.3,2018
e1373,Max,Movie,Venus Beauty Institute,,"Comedy, Drama, Romance",Comedy,1999,6.3,4484
e1374,Max,Movie,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,,"Documentary, History",Documentary,2007,8.2,2435
e1375,Max,Movie,Temple Grandin,,"Biography, Drama",Biography,2010,8.2,34326
e1376,Max,Movie,Opening Night,,Drama,Drama,1977,7.9,13146
e1377,Max,Movie,Something Like Happiness,,Drama,Drama,2005,7.1,1565
e1378,Max,Movie,The Wild Bees,,"Comedy, Drama",Comedy,2001,6.6,616
e1379,Max,Movie,Tomorrow at Dawn,,Drama,Drama,2009,6.6,569
e1380,Max,Movie,Czech Dream,,"Comedy, Documentary",Comedy,2004,7.3,2396
e1381,Max,Movie,Barbie in a Mermaid Tale,,"Animation, Family, Fantasy",Animation,2010,6.4,4515
e1382,Max,Movie,Michigan vs. Ohio State: The Rivalry,,"Documentary, Sport",Documentary,2007,7.7,220
e1383,Max,Movie,Katalin Varga,,"Crime, Drama, Thriller",Crime,2009,7,3138
e1384,Max,Movie,Jim Norton: Monster Rain,,Comedy,Comedy,2007,7,536
e1385,Max,Movie,Twist of Faith,,Documentary,Documentary,2004,7.2,1003
e1386,Max,Movie,The NeverEnding Story,,"Adventure, Drama, Family",Adventure,1984,7.3,163086
e1387,Max,Movie,The NeverEnding Story II: The Next Chapter,,"Adventure, Drama, Family",Adventure,1990,5.1,28187
e1388,Max,Movie,The Losers,,"Action, Adventure, Comedy",Action,2010,6.2,109019
e1389,Max,Movie,Nanny McPhee Returns,,"Comedy, Family, Fantasy",Comedy,2010,6.1,38435
e1390,Max,Movie,If These Walls Could Talk,,"Drama, Thriller",Drama,1996,6.9,5292
e1391,Max,Movie,The Last Chase,,"Action, Adventure, Sci-Fi",Action,1981,4.4,1263
e1392,Max,Movie,The Extraordinary Adventures of Adèle Blanc-Sec,,"Action, Adventure, Comedy",Action,2010,6.3,23522
e1393,Max,Movie,Resident Evil: Afterlife,,"Action, Horror, Sci-Fi",Action,2010,5.8,182860
e1394,Max,Movie,Clean Slate,,"Comedy, Crime, Drama",Comedy,1981,7.3,6973
e1395,Max,Movie,The Brothers Warner,,"Biography, Documentary, History",Biography,2007,7.2,689
e1396,Max,Movie,Lola Montès,,"Biography, Drama, Romance",Biography,1955,7.2,6285
e1397,Max,Movie,Walkabout,,"Adventure, Drama",Adventure,1971,7.6,28339
e1398,Max,Movie,Cedric the Entertainer: Taking You Higher,,"Comedy, Documentary, Music",Comedy,2006,6.5,149
e1399,Max,Movie,Longford,,"Biography, Crime, Drama",Biography,2006,7.5,3360
e1400,Max,Movie,The Gathering Storm,,"Biography, Drama, History",Biography,2002,7.4,7385
e1401,Max,Movie,Into the Storm,,"Biography, Drama, History",Biography,2009,7,6145
e1402,Max,Movie,Blade II,,"Action, Horror, Sci-Fi",Action,2002,6.7,243535
e1403,Max,Movie,Blade,,"Action, Horror, Sci-Fi",Action,1998,7.1,315456
e1404,Max,Movie,Blade: Trinity,,"Action, Horror, Sci-Fi",Action,2004,5.8,195069
e1405,Max,Movie,The Damned Don't Cry,,"Crime, Drama, Film-Noir",Crime,1950,7.1,3912
e1406,Max,Movie,Godzilla vs. King Ghidorah,,"Action, Adventure, Drama",Action,1991,6.5,7673
e1407,Max,Movie,The House of Happiness,,Comedy,Comedy,2006,5.6,1738
e1408,Max,Movie,Boy Interrupted,,"Biography, Documentary, Drama",Biography,2009,7.8,2397
e1409,Max,Movie,The Portrait of a Lady,,"Drama, Romance",Drama,1996,6.2,13114
e1410,Max,Movie,Cemetery Junction,,"Comedy, Drama",Comedy,2010,6.8,24413
e1411,Max,Movie,Time Bandits,,"Adventure, Comedy, Fantasy",Adventure,1981,6.9,71433
e1412,Max,Movie,Bob Saget: That Ain't Right,,Documentary,Documentary,2007,6,825
e1413,Max,Movie,Testament of Orpheus,,"Biography, Fantasy",Biography,1960,7.2,3901
e1414,Max,Movie,"It's Not Just You, Murray!",,"Comedy, Crime, Drama",Comedy,1964,6.4,2340
e1415,Max,Movie,Ghosts of Abu Ghraib,,"Crime, Documentary, History",Crime,2007,7.6,1232
e1416,Max,Movie,The Vagina Monologues,,"Comedy, Documentary, Drama",Comedy,2002,6.4,1153
e1417,Max,Movie,You Don't Know Jack,,"Biography, Drama",Biography,2010,7.5,31072
e1418,Max,Movie,Scooby Goes Hollywood,,"Animation, Comedy, Family",Animation,1979,5.7,1678
e1419,Max,Movie,The Last Truck: Closing of a GM Plant,,Documentary,Documentary,2009,6.9,510
e1420,Max,Movie,Scooby-Doo and the Reluctant Werewolf,,"Animation, Comedy, Family",Animation,1988,6.7,5527
e1421,Max,Movie,"Lewis Black: Red, White and Screwed",,"Comedy, Documentary",Comedy,2006,7.7,1433
e1422,Max,Movie,A Summer's Tale,,"Comedy, Drama, Romance",Comedy,1996,7.6,10904
e1423,Max,Movie,The Criminal Life of Archibaldo de la Cruz,,"Comedy, Crime, Drama",Comedy,1955,7.6,6131
e1424,Max,Movie,Protector,,"Drama, Romance",Drama,2009,7.1,917
e1425,Max,Movie,Didier,,"Comedy, Fantasy, Sport",Comedy,1997,6.3,5008
e1426,Max,Movie,Splice,,"Horror, Sci-Fi",Horror,2009,5.8,104398
e1427,Max,Movie,The Tourist,,"Action, Thriller",Action,2010,6,261937
e1428,Max,Movie,Easy A,,"Comedy, Drama, Romance",Comedy,2010,7,429781
e1429,Max,Movie,Take Out,,Drama,Drama,2004,7.2,2010
e1430,Max,Movie,Sex and the City 2,,"Comedy, Drama, Romance",Comedy,2010,4.5,86085
e1431,Max,Movie,Whisper of the Heart,,"Animation, Drama, Family",Animation,1995,7.8,77579
e1432,Max,Movie,The Social Network,,"Biography, Drama",Biography,2010,7.8,785783
e1433,Max,Movie,Lewis Black: Black on Broadway,,"Comedy, Documentary",Comedy,2004,7.9,1589
e1434,Max,Movie,Mister Roberts,,"Comedy, Drama, War",Comedy,1955,7.6,18910
e1435,Max,Movie,Tales from Earthsea,,"Adventure, Animation, Fantasy",Adventure,2006,6.3,46148
e1436,Max,Movie,Charlie St. Cloud,,"Drama, Fantasy, Romance",Drama,2010,6.4,65548
e1437,Max,Movie,Immortals,,"Action, Drama, Fantasy",Action,2011,6,179723
e1438,Max,Movie,Permanent Vacation,,"Comedy, Drama",Comedy,1980,6.1,11193
e1439,Max,Movie,Blackout Effect,,"Drama, Thriller",Drama,1998,5.7,590
e1440,Max,Movie,The Adjustment Bureau,,"Crime, Drama, Mystery",Crime,2011,7,276437
e1441,Max,Movie,Megamind,,"Action, Adventure, Animation",Action,2010,7.3,307667
e1442,Max,Movie,Going the Distance,,"Comedy, Romance",Comedy,2010,6.3,60436
e1443,Max,Movie,Martin Lawrence: You So Crazy,,"Comedy, Documentary",Comedy,1994,6.6,1079
e1444,Max,Movie,Robert Schimmel: Unprotected,,"Comedy, Documentary",Comedy,1999,8.2,311
e1445,Max,Movie,Bernard and Doris,,"Biography, Comedy, Drama",Biography,2006,6.5,4624
e1446,Max,Movie,Eat Pray Love,,"Biography, Drama, Romance",Biography,2010,5.8,109700
e1447,Max,Movie,Nocturne,,"Crime, Drama, Film-Noir",Crime,1946,6.5,1859
e1448,Max,Movie,Priest,,"Action, Fantasy, Horror",Action,2011,5.7,126347
e1449,Max,Movie,"Big Mommas: Like Father, Like Son",,"Action, Comedy, Crime",Action,2011,4.5,30292
e1450,Max,Movie,Transformers: Dark of the Moon,,"Action, Adventure, Sci-Fi",Action,2011,6.2,442545
e1451,Max,Movie,Morning Glory,,"Comedy, Drama, Romance",Comedy,2010,6.5,85191
e1452,Max,Movie,The Cranes Are Flying,,"Drama, Romance, War",Drama,1957,8.3,20979
e1453,Max,Movie,Fair Game,,"Biography, Drama, Thriller",Biography,2010,6.8,51878
e1454,Max,Movie,Grown Ups,,Comedy,Comedy,2010,6,292393
e1455,Max,Movie,Life as We Know It,,"Comedy, Drama, Romance",Comedy,2010,6.5,141592
e1456,Max,Movie,Alive Day Memories: Home from Iraq,,Documentary,Documentary,2007,7.9,493
e1457,Max,Movie,The Karate Kid,,"Action, Drama, Family",Action,2010,6.2,214747
e1458,Max,Movie,Marmaduke,,"Comedy, Family",Comedy,2010,4.3,18083
e1459,Max,Movie,Godzilla vs. Mechagodzilla,,"Action, Animation, Family",Action,1974,6.2,8410
e1460,Max,Movie,Bad Boys for Life,,"Action, Comedy, Crime",Action,2020,6.5,189357
e1461,Max,Movie,Gulliver's Travels,,"Adventure, Comedy, Family",Adventure,2010,4.9,75464
e1462,Max,Movie,Major Barbara,,Comedy,Comedy,1941,6.8,1587
e1463,Max,Movie,Dinner for Schmucks,,Comedy,Comedy,2010,5.9,113140
e1464,Max,Movie,Black & White,,"Crime, Drama, Music",Crime,1999,5,6138
e1465,Max,Movie,Winter's Bone,,"Crime, Drama, Mystery",Crime,2010,7.1,153972
e1466,Max,Movie,Kill!,,"Action, Comedy, Drama",Action,1968,7.4,3285
e1467,Max,Movie,Dirty War,,"Drama, Thriller",Drama,2004,6.5,1708
e1468,Max,Movie,Drácula,,"Drama, Fantasy, Horror",Drama,1931,7,5378
e1469,Max,Movie,Godzilla vs. Megalon,,"Action, Adventure, Family",Action,1973,4.9,7326
e1470,Max,Movie,Little Fockers,,"Comedy, Romance",Comedy,2010,5.5,122510
e1471,Max,Movie,All Monsters Attack,,"Adventure, Family, Fantasy",Adventure,1969,3.9,5861
e1472,Max,Movie,Godzilla vs. Hedorah,,"Animation, Family, Sci-Fi",Animation,1971,6.1,7071
e1473,Max,Movie,RED,,"Action, Comedy, Crime",Action,2010,7,331170
e1474,Max,Movie,Contagion,,"Drama, Thriller",Drama,2011,6.8,322891
e1475,Max,Movie,Testosteron,PL,Comedy,Comedy,2007,6.1,2985
e1476,Max,Movie,Cats & Dogs: The Revenge of Kitty Galore,,"Action, Comedy, Family",Action,2010,4.4,16701
e1477,Max,Movie,Hikers,,"Comedy, Romance",Comedy,1997,5.9,2125
e1478,Max,Movie,Black Orpheus,,"Drama, Musical, Romance",Drama,1959,7.4,12768
e1479,Max,Movie,3 Ninjas: Knuckle Up,,"Action, Comedy, Family",Action,1995,4.4,6542
e1480,Max,Movie,The Inheritance or Fuckoffguysgoodday,,Comedy,Comedy,1992,7.6,2740
e1481,Max,Movie,An Eastern Westerner,,"Comedy, Family, Short",Comedy,1920,6.8,1741
e1482,Max,Movie,Cheyenne Autumn,,"Drama, History, Western",Drama,1964,6.7,6705
e1483,Max,Movie,The Last of the Blonde Bombshells,,"Comedy, Music",Comedy,2000,7.1,1710
e1484,Max,Movie,Batman: Under the Red Hood,,"Action, Animation, Crime",Action,2010,8,70505
e1485,Max,Movie,50/50,,"Comedy, Drama, Romance",Comedy,2011,7.6,347319
e1486,Max,Movie,Heaven Help Us,,"Comedy, Drama, Romance",Comedy,1985,6.9,5261
e1487,Max,Movie,La Notte,,Drama,Drama,1961,7.9,25181
e1488,Max,Movie,I Shot Jesse James,,Western,Western,1949,6.8,2581
e1489,Max,Movie,Under the Volcano,,Drama,Drama,1984,6.8,6499
e1490,Max,Movie,I Am Love,,"Drama, Romance",Drama,2009,7,24853
e1491,Max,Movie,The Search,,"Drama, War",Drama,1948,7.8,5102
e1492,Max,Movie,Men in Black³,,"Action, Adventure, Comedy",Action,2012,6.8,398836
e1493,Max,Movie,Heartbreaker,,"Comedy, Romance",Comedy,2010,6.7,28009
e1494,Max,Movie,Legend of the Guardians: The Owls of Ga'Hoole,,"Action, Adventure, Animation",Action,2010,6.9,89342
e1495,Max,Movie,Faster,,"Action, Crime, Drama",Action,2010,6.4,114619
e1496,Max,Movie,The Memphis Belle: A Story of a Flying Fortress,,"Documentary, History, War",Documentary,1944,7.4,1960
e1497,Max,Movie,"The Looney, Looney, Looney Bugs Bunny Movie",,"Animation, Comedy, Crime",Animation,1981,7.1,2719
e1498,Max,Movie,Let Me In,,"Drama, Fantasy, Horror",Drama,2010,7.1,130063
e1499,Max,Movie,Jubilee,,"Comedy, Crime, Drama",Comedy,1978,6,3836
e1500,Max,Movie,Europe '51,,Drama,Drama,1952,7.4,5062
e1501,Max,Movie,Lone Wolf and Cub: Sword of Vengeance,,"Action, Adventure",Action,1972,7.7,9232
e1502,Max,Movie,Lone Wolf and Cub: Baby Cart to Hades,,"Action, Drama",Action,1972,7.5,5844
e1503,Max,Movie,Lone Wolf and Cub: Baby Cart in Peril,,"Action, Thriller",Action,1972,7.5,5159
e1504,Max,Movie,Lone Wolf and Cub: Baby Cart in the Land of Demons,,"Action, Crime, Drama",Action,1973,7.5,4814
e1505,Max,Movie,Lone Wolf and Cub: White Heaven in Hell,,"Action, Adventure, Drama",Action,1974,7.3,4482
e1506,Max,Movie,A Dog Year,,"Comedy, Drama",Comedy,2009,6,3820
e1507,Max,Movie,Yogi Bear,,"Adventure, Animation, Comedy",Adventure,2010,4.6,23966
e1508,Max,Movie,Witch Hunt,,"Crime, Fantasy, Mystery",Crime,1994,5.5,1877
e1509,Max,Movie,Jeopardy,,"Crime, Drama, Film-Noir",Crime,1953,6.7,2536
e1510,Max,Movie,Head Office,US,Comedy,Comedy,1985,5.4,1847
e1511,Max,Movie,Magic & Bird: A Courtship of Rivals,,"Biography, Documentary, Sport",Biography,2010,8.2,2388
e1512,Max,Movie,Due Date,,"Comedy, Drama",Comedy,2010,6.5,364381
e1513,Max,Movie,Mississippi Masala,,"Drama, Romance",Drama,1991,6.8,6599
e1514,Max,Movie,Strip Search,,Drama,Drama,2004,6.1,1976
e1515,Max,Movie,Everyday People,,Drama,Drama,2004,6.5,1339
e1516,Max,Movie,L'Argent,,"Crime, Drama",Crime,1983,7.4,12475
e1517,Max,Movie,Querelle,,Drama,Drama,1982,6.6,8053
e1518,Max,Movie,Wise Blood,,"Comedy, Drama",Comedy,1979,6.9,6697
e1519,Max,Movie,Johnny Angel,,"Crime, Drama, Film-Noir",Crime,1945,6.2,1347
e1520,Max,Movie,Tom and Jerry: The Fast and the Furry,,"Action, Adventure, Animation",Action,2005,6.7,3352
e1521,Max,Movie,Fox and His Friends,,"Crime, Drama, Romance",Crime,1975,7.6,7134
e1522,Max,Movie,The Freshman,,"Comedy, Family, Romance",Comedy,1925,7.5,6292
e1523,Max,Movie,Consequence,,"Action, Thriller",Action,2003,4.9,717
e1524,Max,Movie,Fair Play,,"Action, Drama, Thriller",Action,2006,6.1,839
e1525,Max,Movie,Hearts and Minds,,"Documentary, History, War",Documentary,1974,8.2,6359
e1526,Max,Movie,"Vincent, François, Paul and the Others",,Drama,Drama,1974,7.3,2783
e1527,Max,Movie,The Idle Class,,"Comedy, Short",Comedy,1921,7.2,4295
e1528,Max,Movie,Two English Girls,,"Drama, Romance",Drama,1971,7.2,6145
e1529,Max,Movie,Monterey Pop,,"Documentary, History, Music",Documentary,1968,7.9,5148
e1530,Max,Movie,The Shooting,,"Drama, Western",Drama,1966,6.4,6828
e1531,Max,Movie,The X from Outer Space,,"Horror, Sci-Fi",Horror,1967,4.8,1585
e1532,Max,Movie,Comradeship,,Drama,Drama,1931,7.5,1879
e1533,Max,Movie,The Threepenny Opera,,"Comedy, Crime, Drama",Comedy,1931,7.2,2622
e1534,Max,Movie,F for Fake,,Documentary,Documentary,1973,7.7,18955
e1535,Max,Movie,Victim,,"Drama, Thriller",Drama,1961,7.7,7639
e1536,Max,Movie,Ghostbusters,,"Action, Comedy, Fantasy",Action,2016,6.8,252451
e1537,Max,Movie,"Ivan the Terrible, Part II: The Boyars' Plot",,"Biography, Drama, History",Biography,1946,7.7,8350
e1538,Max,Movie,The Private Life of Henry VIII,,"Biography, Drama, History",Biography,1933,7,5104
e1539,Max,Movie,Senso,,"Drama, Romance, War",Drama,1954,7.4,9107
e1540,Max,Movie,The Life of Emile Zola,,"Biography, Drama",Biography,1937,7.1,9485
e1541,Max,Movie,Richard III,,"Biography, Drama, History",Biography,1955,7.3,5520
e1542,Max,Movie,Executive Suite,,"Drama, Romance",Drama,1954,7.4,4781
e1543,Max,Movie,Lili,,"Drama, Musical, Romance",Drama,1953,7.2,4124
e1544,Max,Movie,Miracle in Milan,,"Comedy, Drama, Fantasy",Comedy,1951,7.6,8935
e1545,Max,Movie,King Solomon's Mines,,"Action, Adventure, Romance",Action,1950,6.7,7325
e1546,Max,Movie,Little Women,,"Drama, Family, Romance",Drama,1949,7.2,8572
e1547,Max,Movie,Neptune's Daughter,,"Comedy, Musical, Romance",Comedy,1949,6.3,1867
e1548,Max,Movie,The Babe Ruth Story,,"Biography, Drama, Family",Biography,1948,5.2,1226
e1549,Max,Movie,Odd Man Out,,"Crime, Drama, Film-Noir",Crime,1947,7.6,12087
e1550,Max,Movie,The Seventh Veil,,"Drama, Music",Drama,1945,6.7,2510
e1551,Max,Movie,Along the Great Divide,,Western,Western,1951,6.8,2394
e1552,Max,Movie,The Emperor Jones,,"Drama, Music",Drama,1933,6.4,1342
e1553,Max,Movie,Ladies They Talk About,,Drama,Drama,1933,6.6,1958
e1554,Max,Movie,Tokyo Olympiad,,"Documentary, Sport",Documentary,1965,7.8,2352
e1555,Max,Movie,The Heroic Trio,,"Action, Fantasy, Thriller",Action,1993,6.6,4881
e1556,Max,Movie,Superman/Shazam!: The Return of Black Adam,,"Action, Adventure, Animation",Action,2010,7,9630
e1557,Max,Movie,The Rise of Catherine the Great,,"Biography, Drama, History",Biography,1934,6.3,772
e1558,Max,Movie,Love Affair,,"Comedy, Drama, Romance",Comedy,1939,7.3,6789
e1559,Max,Movie,Joe's Palace,,Drama,Drama,2007,6.8,1428
e1560,Max,Movie,Lady Be Good,,"Comedy, Music, Musical",Comedy,1941,6.4,1241
e1561,Max,Movie,That Hamilton Woman,,"Drama, History, Romance",Drama,1941,7.2,5268
e1562,Max,Movie,Susan and God,,"Comedy, Drama",Comedy,1940,5.9,1456
e1563,Max,Movie,The Mad Miss Manton,,"Comedy, Mystery",Comedy,1938,6.7,2922
e1564,Max,Movie,Mary of Scotland,,"Biography, Drama, History",Biography,1936,6.3,2884
e1565,Max,Movie,A Day in the Country,,"Comedy, Drama, Romance",Comedy,1946,7.5,7383
e1566,Max,Movie,Flipped,,"Comedy, Drama, Romance",Comedy,2010,7.7,101655
e1567,Max,Movie,Tom and Jerry Meet Sherlock Holmes,,"Action, Adventure, Animation",Action,2010,6.4,2202
e1568,Max,Movie,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",,Drama,Drama,1975,7.5,15799
e1569,Max,Movie,Confidential Report,,"Crime, Drama, Film-Noir",Crime,1955,7.1,9601
e1570,Max,Movie,Unstoppable,,"Action, Thriller",Action,2010,6.8,212881
e1571,Max,Movie,Stone,,"Action, Drama, Mystery",Action,2010,5.4,43502
e1572,Max,Movie,A Story of Floating Weeds,,Drama,Drama,1934,7.6,3627
e1573,Max,Movie,Chaos,,"Comedy, Crime, Drama",Comedy,2001,7,2547
e1574,Max,Movie,Black Swan,,"Drama, Thriller",Drama,2010,8,854163
e1575,Max,Movie,All That Glitters,,Comedy,Comedy,2010,6.1,2749
e1576,Max,Movie,Never Weaken,,"Comedy, Short, Thriller",Comedy,1921,7.5,2181
e1578,Max,Movie,The Dilemma,,"Comedy, Drama",Comedy,2011,5.3,57593
e1579,Max,Movie,Barry Munday,,"Comedy, Drama, Romance",Comedy,2010,5.8,4593
e1580,Max,Movie,"Bruce Lee, the Legend",,Documentary,Documentary,1984,7.1,1277
e1581,Max,Movie,12th & Delaware,,"Documentary, Drama",Documentary,2010,7.3,613
e1582,Max,Movie,Hugo,,"Adventure, Drama, Family",Adventure,2011,7.5,342438
e1583,Max,Movie,Battleship,,"Action, Adventure, Sci-Fi",Action,2012,5.8,262448
e1584,Max,Movie,Rango,,"Action, Adventure, Animation",Action,2011,7.3,303351
e1585,Max,Movie,Green Lantern,,"Action, Adventure, Sci-Fi",Action,2011,5.5,302531
e1586,Max,Movie,The Second Civil War,,"Comedy, Drama",Comedy,1997,6.6,2443
e1587,Max,Movie,Thin,,Documentary,Documentary,2006,7.4,2117
e1588,Max,Movie,Superman/Batman: Apocalypse,,"Action, Adventure, Animation",Action,2010,7,29401
e1589,Max,Movie,Blind Justice,,"Action, Drama, Western",Action,1994,5.7,1098
e1590,Max,Movie,The River,,"Drama, Romance",Drama,1951,7.4,7091
e1591,Max,Movie,The Hangover Part II,,Comedy,Comedy,2011,6.5,552951
e1592,Max,Movie,The Fighter,,"Action, Biography, Drama",Action,2010,7.8,397582
e1593,Max,Movie,The Special Relationship,,"Biography, Drama, History",Biography,2010,6.7,5121
e1594,Max,Movie,Source Code,,"Action, Drama, Mystery",Action,2011,7.5,565103
e1595,Max,Movie,Dennis Miller: The Raw Feed,,"Comedy, Documentary",Comedy,2003,5.5,339
e1596,Max,Movie,Scooby-Doo! Camp Scare,,"Adventure, Animation, Comedy",Adventure,2010,7.2,4986
e1597,Max,Movie,Président,,"Drama, Thriller",Drama,2006,5.7,613
e1598,Max,Movie,Champions,,"Comedy, Drama",Comedy,2004,6.4,247
e1599,Max,Movie,The 47 Ronin,,"Drama, History",Drama,1941,7.2,2796
e1600,Max,Movie,Rio,,"Adventure, Animation, Comedy",Adventure,2011,6.9,259478
e1601,Max,Movie,White Material,,"Drama, War",Drama,2009,6.9,8668
e1602,Max,Movie,Pupendo,,"Comedy, Drama",Comedy,2003,7.2,1545
e1603,Max,Movie,Of Gods and Men,,"Drama, History",Drama,2010,7.2,16441
e1604,Max,Movie,Topsy-Turvy,,"Biography, Comedy, Drama",Biography,1999,7.3,13827
e1605,Max,Movie,Map of the Sounds of Tokyo,,"Drama, Thriller",Drama,2009,5.9,2554
